"","hashtag","freq","cat"
"893","#sempreconvoi",1,"others"
"894","#senso",1,"others"
"895","#senza",1,"others"
"896","#settis",1,"others"
"897","#sfiga",1,"others"
"898","#sindacato",1,"others"
"899","#sindacatocosafai",1,"Institution"
"900","#sindacoalbenga",1,"Institution"
"901","#sindacodoria",1,"Institution"
"902","#sisalvichipuo",1,"others"
"903","#skianto",1,"others"
"904","#socialgente",1,"others"
"905","#solidarietà",1,"others"
"906","#speamuben",1,"others"
"907","#spianata",1,"others"
"908","#sportivi",1,"others"
"909","#ss45",1,"Mobility"
"910","#stato",1,"others"
"911","#statoscaricabarile",1,"others"
"912","#studioaperto",1,"Media"
"913","#sulbagnato",1,"others"
"914","#superba",1,"others"
"915","#terremoto",1,"Emergency"
"916","#testico",1,"others"
"917","#tg1tvsette",1,"Media"
"918","#tg2",1,"Media"
"919","#tg5",1,"Media"
"920","#tgr",1,"Media"
"921","#ticino",1,"Places"
"922","#toursapienza",1,"others"
"923","#trasporti",1,"Mobility"
"924","#treniregionali",1,"Mobility"
"925","#trento",1,"Places"
"926","#tristezza",1,"others"
"927","#trndnl",1,"others"
"928","#tuttiacasa",1,"others"
"929","#tuttoèstrumental",1,"others"
"930","#tuttoèstrumentalizzabile",1,"others"
"931","#twitalia",1,"Social_Media"
"932","#uff",1,"others"
"933","#ultimominuto",1,"others"
"934","#unaltrastoria",1,"others"
"935","#uno",1,"others"
"936","#usl",1,"Institution"
"937","#valpocevera",1,"Places"
"938","#valtrebbia",1,"Places"
"939","#venerdì",1,"others"
"940","#verità",1,"others"
"941","#viamotutti",1,"others"
"942","#video",1,"others"
"943","#vitadinferno",1,"others"
"944","#vittime",1,"Emergency"
"945","#vivereincasa",1,"others"
"946","#weathermaps",1,"Weather"
"947","#weekend",1,"Time"
