"","hashtag","freq","cat"
"826","#AlluvioneLevante",1,"Emergency"
"827","#alluvioni",1,"Emergency"
"828","#Alluvioni",1,"Emergency"
"829","#Alto",1,"others"
"830","#amodormire",1,"others"
"831","#ancheapraabbiamogiàdato",1,"others"
"832","#anchebasta",1,"others"
"833","#AndareAspalareAStaglieno",1,"others"
"834","#andatevia",1,"others"
"835","#Anpas",1,"Institution"
"836","#apparizione",1,"others"
"837","#arzocco",1,"Places"
"838","#asilochiuso",1,"others"
"839","#aurelia",1,"Mobility"
"840","#autobus",1,"Mobility"
"841","#autoprotezione",1,"Emergency"
"842","#autumn",1,"others"
"843","#autunno",1,"others"
"844","#avviso",1,"Emergency"
"845","#Bagnasco",1,"others"
"846","#Balestrero",1,"others"
"847","#Balotelli",1,"others"
"848","#Bandalarga",1,"others"
"849","#BASTA",1,"others"
"850","#bastaaaaaaaa",1,"others"
"851","#bastaAlluvioni",1,"Emergency"
"852","#bastadai",1,"others"
"853","#bastarai",1,"others"
"854","#Bavari",1,"others"
"855","#bellidea",1,"others"
"856","#Berlino",1,"Places"
"857","#BladeRunner",1,"others"
"858","#Bocchia",1,"Institution"
"859","#boicottapaita",1,"Institution"
"860","#bombardamento",1,"others"
"861","#bonassola",1,"Places"
"862","#Bozzano",1,"Places"
"863","#Breccanecca",1,"Places"
"864","#Brignole",1,"Places"
"865","#Brin",1,"Places"
"866","#buonacaccia",1,"others"
"867","#Buongiorno",1,"others"
"868","#BURLANDO",1,"Institution"
"869","#burlandoboia",1,"Institution"
"870","#burraco",1,"others"
"871","#caliceligure",1,"Places"
"872","#cambiaverso",1,"others"
"873","#campionato",1,"others"
"874","#campoligure",1,"Places"
"875","#Caprauna",1,"Places"
"876","#capre",1,"others"
"877","#carbone",1,"others"
"878","#casaBabina",1,"others"
"879","#Casanova",1,"others"
"880","#Castelbianco",1,"Places"
"881","#catastrofe",1,"Emergency"
"882","#cazzaro",1,"others"
"883","#cazzo",1,"others"
"884","#Centa",1,"Places"
"885","#Ceriana",1,"Places"
"886","#Certosa",1,"Places"
"887","#cgil",1,"Institution"
"888","#chiavarialluvione",1,"Emergency"
"889","#cirisiamo",1,"others"
"890","#CisanosulNeva",1,"Places"
"891","#cobas",1,"Institution"
"892","#cogorno",1,"Places"
"893","#ComeTiOffendo3Punto0",1,"others"
"894","#cominciamoildomani",1,"others"
"895","#comune",1,"Institution"
"896","#ComuneSavona",1,"Places"
"897","#Concordia",1,"others"
"898","#condoniedilizi",1,"others"
"899","#Conte",1,"others"
"900","#coop",1,"Institution"
"901","#coscienza",1,"others"
"902","#cosebelle",1,"others"
"903","#cosebellepervenireagenova",1,"Places"
"904","#cosestrane",1,"others"
"905","#crocerossa",1,"Emergency"
"906","#cronaca",1,"others"
"907","#cronacameteo",1,"Weather"
"908","#cub",1,"others"
"909","#CubikNews",1,"others"
"910","#delirio",1,"others"
"911","#denunciailpatto",1,"others"
"912","#dianocastello",1,"Places"
"913","#DianoMarina",1,"Places"
"914","#difesadelterritorio",1,"others"
"915","#dinuovoallertachepalle",1,"others"
"916","#dirittointernazionale",1,"others"
"917","#disastri",1,"Emergency"
"918","#dissesto",1,"Emergency"
"919","#dissestoPM",1,"others"
"920","#docciachefatraboccareilvaso",1,"others"
"921","#docciafredda",1,"others"
"922","#doriadimettiti",1,"Institution"
"923","#dovere",1,"others"
"924","#dubbifugati",1,"others"
"925","#èbeneaveretantelenzuola",1,"others"
"926","#eccomarino",1,"others"
"927","#einvece",1,"others"
"928","#Emergenza24Il",1,"others"
"929","#EMERGENZANAZIONALE",1,"Emergency"
"930","#Emergenze",1,"Emergency"
"931","#Enel",1,"Institution"
"932","#entroterra",1,"others"
"933","#esercito",1,"Emergency"
"934","#etica",1,"others"
"935","#eventi",1,"others"
"936","#fabbriche",1,"others"
"937","#facebook",1,"Social_Media"
"938","#fanculo",1,"others"
"939","#filt",1,"others"
"940","#Fo",1,"others"
"941","#forza",1,"others"
"942","#forzachiavari",1,"Places"
"943","#forzaliguria",1,"Places"
"944","#foto",1,"others"
"945","#fotografia",1,"others"
"946","#framura",1,"Places"
"947","#Frecciabianca9784",1,"Mobility"
"948","#fs",1,"Mobility"
"949","#Fuffa",1,"others"
"950","#Futura42",1,"others"
"951","#G",1,"others"
"952","#g20",1,"others"
"953","#G20",1,"others"
"954","#Ge",1,"Places"
"955","#genovaè",1,"others"
"956","#Genovalegge",1,"Places"
"957","#GeQuinto",1,"others"
"958","#global",1,"others"
"959","#globalwarming",1,"others"
"960","#gloca14",1,"others"
"961","#grandiopere",1,"others"
"962","#hashtag",1,"others"
"963","#i",1,"others"
"964","#ignoranzaitaliana",1,"others"
"965","#ilbelpaese",1,"others"
"966","#ilmiocuoreèvostro",1,"others"
"967","#in",1,"others"
"968","#informare",1,"others"
"969","#inondations",1,"Emergency"
"970","#iocorroqui",1,"others"
"971","#isolad",1,"others"
"972","#isoladelba",1,"Places"
"973","#istituzioni",1,"others"
"974","#ITA",1,"others"
"975","#italiasicura",1,"Institution"
"976","#italy",1,"others"
"977","#itsrainingcatsanddogs",1,"others"
"978","#Jerusalem",1,"Places"
"979","#justcoraggi",1,"others"
"980","#L",1,"others"
"981","#La7",1,"Media"
"982","#laFiumara",1,"others"
"983","#lampi",1,"Weather"
"984","#LaPresa",1,"others"
"985","#LAquila",1,"Places"
"986","#latrattativa",1,"others"
"987","#Leiro",1,"Places"
"988","#levanto",1,"Places"
"989","#Ligura",1,"Places"
"990","#Liguri",1,"others"
"991","#LIGURIA",1,"Places"
"992","#LIMET",1,"Institution"
"993","#lineanotte",1,"Media"
"994","#lluvia",1,"Weather"
"995","#macchina",1,"others"
"996","#Magliolo",1,"others"
"997","#mah",1,"others"
"998","#Maipiuc",1,"others"
"999","#MALTEMPO",1,"Weather"
"1000","#maltemporoma",1,"Places"
"1001","#mangiare",1,"others"
"1002","#marassi",1,"Places"
"1003","#Marconi",1,"Places"
"1004","#MAREMMA",1,"Places"
"1005","#marici",1,"others"
"1006","#MarinelladiSarzana",1,"Places"
"1007","#mauffabasta",1,"others"
"1008","#meteoAM",1,"Institution"
"1009","#meteolanterna",1,"Media"
"1010","#Migrantes",1,"others"
"1011","#minchiacomeviene",1,"others"
"1012","#ministri",1,"Institution"
"1013","#minuti",1,"others"
"1014","#Momentogiusto",1,"others"
"1015","#Monaco",1,"Places"
"1016","#monregalese",1,"Places"
"1017","#Montaldo",1,"others"
"1018","#Montalto",1,"others"
"1019","#moretti",1,"Institution"
"1020","#morti",1,"Emergency"
"1021","#nanche",1,"others"
"1022","#Nasino",1,"others"
"1023","#natura",1,"others"
"1024","#neabbiamolepallepiene",1,"others"
"1025","#nessunrispetto",1,"others"
"1026","#noalibi",1,"others"
"1027","#nobuono",1,"others"
"1028","#nocomment",1,"others"
"1029","#nonbene",1,"others"
"1030","#noncefangochetenga",1,"others"
"1031","#nondisturbiamolo",1,"others"
"1032","#nonsoloroma",1,"Places"
"1033","#NovemberRain",1,"others"
"1034","#opendata",1,"others"
"1035","#ordinanza",1,"others"
"1036","#Ospedaletti",1,"others"
"1037","#paesaggio",1,"others"
"1038","#paitavattene",1,"Institution"
"1039","#Pallanuoto",1,"others"
"1040","#Parma",1,"Places"
"1041","#piace",1,"others"
"1042","#piazzadante",1,"others"
"1043","#picierno",1,"others"
"1044","#piemonteviz",1,"Places"
"1045","#Pigiama",1,"others"
"1046","#piove",1,"Weather"
"1047","#pioverà",1,"others"
"1048","#piovere",1,"Weather"
"1049","#ponenteligure",1,"Places"
"1050","#PORACCISMO",1,"others"
"1051","#poveraitalia",1,"others"
"1052","#preavviso",1,"others"
"1053","#primocompleanno",1,"others"
"1054","#Prometeotv",1,"Media"
"1055","#provincia",1,"Institution"
"1056","#provinciagenova",1,"Places"
"1057","#provinciasavona",1,"Places"
"1058","#Puma",1,"others"
"1059","#puzzevarie",1,"others"
"1060","#Rai3",1,"Media"
"1061","#raistoria",1,"Media"
"1062","#Ranzi",1,"others"
"1063","#Recco",1,"Places"
"1064","#regolanumerouno",1,"others"
"1065","#RenzivaiaGenova",1,"Institution"
"1066","#responsabilitá",1,"others"
"1067","#riparteilfuturo",1,"others"
"1068","#riposoforzato",1,"others"
"1069","#Rivarolo",1,"Places"
"1070","#Roia",1,"Places"
"1071","#rupinaro",1,"Places"
"1072","#Ruscarolo",1,"Places"
"1073","#salvaitalia",1,"others"
"1074","#SanColombano",1,"Places"
"1075","#SanPaolo",1,"others"
"1076","#Sansobbia",1,"Places"
"1077","#SantaMargheritaLig",1,"Places"
"1078","#Santamargheritaligure",1,"Places"
"1079","#Sapevatelo2014",1,"others"
"1080","#scazzomattutino",1,"others"
"1081","#scempi",1,"others"
"1082","#scioperoimmacolato",1,"others"
"1083","#Scirocco",1,"Weather"
"1084","#scossaterremoto",1,"Emergency"
"1085","#sdrammatizzo",1,"others"
"1086","#sempreconvoi",1,"others"
"1087","#senso",1,"others"
"1088","#senza",1,"others"
"1089","#Settis",1,"others"
"1090","#seveso",1,"Places"
"1091","#Sfiga",1,"others"
"1092","#sindacato",1,"others"
"1093","#sindacatocosafai",1,"Institution"
"1094","#sindacoalbenga",1,"Institution"
"1095","#sindacodoria",1,"Institution"
"1096","#sisalvichipuo",1,"others"
"1097","#Skianto",1,"others"
"1098","#socialgente",1,"others"
"1099","#solidarietà",1,"others"
"1100","#speamuben",1,"others"
"1101","#Spianata",1,"others"
"1102","#sportivi",1,"others"
"1103","#ss45",1,"Mobility"
"1104","#stato",1,"others"
"1105","#statoscaricabarile",1,"others"
"1106","#studioaperto",1,"Media"
"1107","#sulbagnato",1,"others"
"1108","#Superba",1,"others"
"1109","#SwGenova",1,"Places"
"1110","#terremoto",1,"Emergency"
"1111","#Testico",1,"others"
"1112","#tg1tvsette",1,"Media"
"1113","#tg2",1,"Media"
"1114","#tg5",1,"Media"
"1115","#Tgr",1,"Media"
"1116","#Ticino",1,"Places"
"1117","#torsapienza",1,"Places"
"1118","#toscana",1,"Places"
"1119","#toursapienza",1,"others"
"1120","#Trasporti",1,"Mobility"
"1121","#TreniRegionali",1,"Mobility"
"1122","#Trenitalia",1,"Institution"
"1123","#trento",1,"Places"
"1124","#tristezza",1,"others"
"1125","#trndnl",1,"others"
"1126","#tuttiacasa",1,"others"
"1127","#tuttoèstrumental",1,"others"
"1128","#tuttoèstrumentalizzabile",1,"others"
"1129","#twitalia",1,"Social_Media"
"1130","#Twitter",1,"Social_Media"
"1131","#Uff",1,"others"
"1132","#ULTIMOMINUTO",1,"others"
"1133","#unaltrastoria",1,"others"
"1134","#Unimeteo",1,"Media"
"1135","#UNIMETEO",1,"Media"
"1136","#uno",1,"others"
"1137","#usl",1,"Institution"
"1138","#Valdimagra",1,"Places"
"1139","#Valpocevera",1,"Places"
"1140","#valtrebbia",1,"Places"
"1141","#venerdì",1,"others"
"1142","#Vergogna",1,"others"
"1143","#verità",1,"others"
"1144","#vernazza",1,"Places"
"1145","#Vernazza",1,"Places"
"1146","#viamotutti",1,"others"
"1147","#video",1,"others"
"1148","#VisitRiviera",1,"others"
"1149","#vitadinferno",1,"others"
"1150","#vittime",1,"Emergency"
"1151","#vivereincasa",1,"others"
"1152","#WeatherMaps",1,"Weather"
"1153","#weekend",1,"Time"
