"","hashtag","freq","cat"
"959","#senso",1,"others"
"960","#senza",1,"others"
"961","#Sestrilevante",1,"Places"
"962","#Settis",1,"others"
"963","#sevedemmuamaggio",1,"others"
"964","#seveso",1,"Places"
"965","#Sfiga",1,"others"
"966","#sfollati",1,"Emergency"
"967","#sindacatocosafai",1,"Institution"
"968","#sindacoalbenga",1,"Institution"
"969","#sindacodoria",1,"Institution"
"970","#sisalvichipuo",1,"others"
"971","#Skianto",1,"others"
"972","#Social",1,"Social_Media"
"973","#socialgente",1,"others"
"974","#solidarietà",1,"others"
"975","#sottopassi",1,"Mobility"
"976","#sovranità",1,"others"
"977","#speamuben",1,"others"
"978","#spevatelo",1,"others"
"979","#spezia",1,"Places"
"980","#spezzino",1,"Places"
"981","#sportivi",1,"others"
"982","#Spotorno",1,"Places"
"983","#ss45",1,"Mobility"
"984","#stato",1,"others"
"985","#statoscaricabarile",1,"others"
"986","#stazzano",1,"others"
"987","#Stella",1,"others"
"988","#struppa",1,"Places"
"989","#Struppa",1,"Places"
"990","#studioaperto",1,"Media"
"991","#sulbagnato",1,"others"
"992","#Superba",1,"others"
"993","#SwGenova",1,"Places"
"994","#Taggia",1,"Places"
"995","#terra",1,"others"
"996","#terremoto",1,"Emergency"
"997","#Testico",1,"others"
"998","#tg",1,"Media"
"999","#tg1tvsette",1,"Media"
"1000","#tg2",1,"Media"
"1001","#tg5",1,"Media"
"1002","#tgla7",1,"Media"
"1003","#Tgr",1,"Media"
"1004","#Ticino",1,"Places"
"1005","#Tifosi",1,"others"
"1006","#Tiglieto",1,"Places"
"1007","#toirano",1,"Places"
"1008","#Toirano",1,"Places"
"1009","#torino",1,"Places"
"1010","#torsapienza",1,"Places"
"1011","#TOS",1,"others"
"1012","#toscana",1,"Places"
"1013","#toursapienza",1,"others"
"1014","#Trasporti",1,"Mobility"
"1015","#tregua",1,"others"
"1016","#Treni",1,"Mobility"
"1017","#TreniRegionali",1,"Mobility"
"1018","#trenitalia",1,"Institution"
"1019","#Trenitalia",1,"Institution"
"1020","#trensasco",1,"Places"
"1021","#trentinriviera",1,"Places"
"1022","#trento",1,"Places"
"1023","#tristezza",1,"others"
"1024","#trndnl",1,"others"
"1025","#TrovaLaLanterna",1,"others"
"1026","#trovalItalia",1,"Places"
"1027","#tuttiacasa",1,"others"
"1028","#tuttoèstrumentalizzabile",1,"others"
"1029","#twitalia",1,"Social_Media"
"1030","#twitter",1,"Social_Media"
"1031","#Twitter",1,"Social_Media"
"1032","#Uff",1,"others"
"1033","#ULTIMOMINUTO",1,"others"
"1034","#ultimora",1,"others"
"1035","#unaltrastoria",1,"others"
"1036","#Unimeteo",1,"Media"
"1037","#UNIMETEO",1,"Media"
"1038","#uno",1,"others"
"1039","#Unwetter",1,"others"
"1040","#Uscio",1,"others"
"1041","#usl",1,"Institution"
"1042","#vaffanculo",1,"others"
"1043","#valbrevennna",1,"Places"
"1044","#Valdimagra",1,"Places"
"1045","#vallescrivia",1,"Places"
"1046","#Valpocevera",1,"Places"
"1047","#ValPolcevera",1,"Places"
"1048","#valtrebbia",1,"Places"
"1049","#varatella",1,"Places"
"1050","#venerdì",1,"others"
"1051","#VERBANIA",1,"Places"
"1052","#vergogna",1,"others"
"1053","#Vergogna",1,"others"
"1054","#verità",1,"others"
"1055","#vernazza",1,"Places"
"1056","#Vernazza",1,"Places"
"1057","#Vezzano",1,"Places"
"1058","#VezzanoLigure",1,"Places"
"1059","#ViaAdamoli",1,"Places"
"1060","#viamotutti",1,"others"
"1061","#vicinimolesti",1,"others"
"1062","#video",1,"others"
"1063","#virginactive",1,"Institution"
"1064","#visitriviera",1,"others"
"1065","#VisitRiviera",1,"others"
"1066","#vitadinferno",1,"others"
"1067","#vittime",1,"Emergency"
"1068","#vivereincasa",1,"others"
"1069","#volontarivvf",1,"Institution"
"1070","#WeatherMaps",1,"Weather"
"1071","#weekend",1,"Time"
