"","authors","freq","cat"
"1437","chiocciola1953",3,"others"
"1438","CiaoGrosso",3,"others"
"1439","cinziacossu3",3,"others"
"1440","CittadinidiTwtt",3,"Media"
"1441","cla1205",3,"others"
"1442","clara111",3,"others"
"1443","ClaudiaCavadore",3,"others"
"1444","CommFuturo",3,"others"
"1445","ComunediCesate",3,"Institution"
"1446","ConnieBrundage",3,"others"
"1447","corrini",3,"others"
"1448","CorsigliaP",3,"others"
"1449","CriminologicomC",3,"others"
"1450","CristianContu",3,"others"
"1451","Cristinacrit",3,"others"
"1452","CrivellariJohn",3,"others"
"1453","cumbeer",3,"others"
"1454","cuorearancio",3,"others"
"1455","dadadanix",3,"others"
"1456","daffyna82",3,"others"
"1457","DaFos7g",3,"others"
"1458","daniedario",3,"others"
"1459","Daniscandella",3,"others"
"1460","danteferraris",3,"others"
"1461","DanteSommoPoeta",3,"others"
"1462","DarioBallini",3,"others"
"1463","davbedog",3,"others"
"1464","davidaprea",3,"others"
"1465","DavideBilly",3,"others"
"1466","davidegirla",3,"others"
"1467","defilippochiara",3,"others"
"1468","DenDr77",3,"others"
"1469","devil_doris",3,"others"
"1470","Deydanza",3,"others"
"1471","direfareaggrega",3,"others"
"1472","discoradioIT",3,"Media"
"1473","Djlinoit",3,"others"
"1474","DolomitesDeli",3,"others"
"1475","DolomitiMeteo",3,"Weather"
"1476","DoraPoncini",3,"others"
"1477","Dr_Manhattan__",3,"others"
"1478","duesoli",3,"others"
"1479","e_cce",3,"others"
"1480","eduardobernal",3,"others"
"1481","elelua",3,"others"
"1482","elemacaron",3,"others"
"1483","elenoire1966",3,"others"
"1484","EleSyron",3,"others"
"1485","elibu_elibu",3,"others"
"1486","elpme10",3,"others"
"1487","EmanuelaManola",3,"others"
"1488","emilioprov",3,"others"
"1489","Emmecoda1963",3,"others"
"1490","EmontaldoM",3,"others"
"1491","Endorphineee",3,"others"
"1492","enotecaliguria",3,"others"
"1493","EnricaTonola",3,"others"
"1494","enricoparricchi",3,"others"
"1495","enzocarnazza",3,"others"
"1496","enzopirrone",3,"others"
"1497","EpicenterxItaly",3,"others"
"1498","Eubastet",3,"others"
"1499","eventiweek",3,"others"
"1500","FabioCapra3",3,"others"
"1501","fabiocfavaloro",3,"others"
"1502","fabiosommo",3,"others"
"1503","FabriziaPetrei",3,"others"
"1504","fabriziopez",3,"others"
"1505","fabrizioviani",3,"others"
"1506","FadhilaHamici",3,"others"
"1507","FDemLiguria",3,"others"
"1508","fecrea",3,"others"
"1509","fenuszar",3,"others"
"1510","ferdinandomore2",3,"others"
"1511","ferruccio_sansa",3,"others"
"1512","FiloPucci",3,"others"
"1513","Fiooooz",3,"others"
"1514","fish_75",3,"others"
"1515","FlaviaGoffredo1",3,"others"
"1516","fnicodemo",3,"others"
"1517","FoxRn1",3,"others"
"1518","Fraintesa",3,"others"
"1519","francang1950",3,"others"
"1520","francesca4967",3,"others"
"1521","francescade54",3,"others"
"1522","FrancescoDeR0ma",3,"others"
"1523","FrancoCiro721",3,"others"
"1524","FraPIccasso",3,"others"
"1525","FrappyFraps",3,"others"
"1526","frysalvi1",3,"others"
"1527","FuneralMarch",3,"others"
"1528","gaabRic",3,"others"
"1529","GabbroIT",3,"others"
"1530","GabrielePersi",3,"others"
"1531","GaetanoDiPalo",3,"others"
"1532","garro78",3,"others"
"1533","GastoneVaccari4",3,"others"
"1534","GenovaEventi",3,"others"
"1535","GenovesixRenzi",3,"others"
"1536","geoinex",3,"others"
"1537","GGiornalisti",3,"Media"
"1538","GGJoS",3,"others"
"1539","ghiroghiotto",3,"others"
"1540","ghostofel",3,"others"
"1541","giambarombi",3,"others"
"1542","Gianfrazzo",3,"others"
"1543","Gianlucard70",3,"others"
"1544","gianni_nucci",3,"others"
"1545","GinRR",3,"others"
"1546","GioAS1",3,"others"
"1547","giobarbera",3,"others"
"1548","giordy_it",3,"others"
"1549","giorgiamannu",3,"others"
"1550","gioteo1",3,"others"
"1551","Giov1947",3,"others"
"1552","giovanna_piera",3,"others"
"1553","giraldo_ale",3,"others"
"1554","girasol44247939",3,"others"
"1555","giugypro",3,"others"
"1556","GiuL80",3,"others"
"1557","GiulianoGnecco",3,"others"
"1558","Giurnal",3,"others"
"1559","gluca81",3,"others"
"1560","golnux",3,"others"
"1561","graziabass",3,"others"
"1562","GraziaBonutti",3,"others"
"1563","graziasfe",3,"others"
"1564","greengeekass",3,"others"
"1565","Gteronline",3,"others"
"1566","HaRagioneNonno",3,"others"
"1567","Hartmann_TWT",3,"others"
"1568","hermes1975",3,"others"
"1569","Hetookapull20",3,"others"
"1570","Hibbing59",3,"others"
"1571","hockeyellowred",3,"others"
"1572","HumanityRoad",3,"Volunteer_NGO"
"1573","Ignaziogiovine",3,"others"
"1574","IgorI77I",3,"others"
"1575","il_dianese",3,"others"
"1576","il_massone",3,"others"
"1577","ilariamussini",3,"others"
"1578","IlariaPiana",3,"others"
"1579","ILFELIX1",3,"others"
"1580","ilpiccolonews",3,"Media"
"1581","indice_italiano",3,"others"
"1582","infogere",3,"others"
"1583","InfoTaluni",3,"Media"
"1584","ITMassimiliano",3,"others"
"1585","IvanoRun",3,"others"
"1586","joeblack8ne",3,"others"
"1587","JosefaLongo",3,"others"
"1588","Kess5M",3,"others"
"1589","kiatvd",3,"others"
"1590","La_Pazienza",3,"others"
"1591","la_stampa",3,"Media"
"1592","La7tv",3,"Media"
"1593","LaconicaMente",3,"others"
"1594","LadyBitterHoney",3,"others"
"1595","ladyrosmarino",3,"others"
"1596","lagea62",3,"others"
"1597","lavfarma65",3,"others"
"1598","laviticolalo",3,"others"
"1599","Lea_Iris",3,"others"
"1600","leoberthi",3,"others"
"1601","leonecalabrese",3,"others"
"1602","lilianapapa",3,"others"
"1603","Lillodifinalesv",3,"others"
"1604","LilloMalillo",3,"others"
"1605","Livan_Cleef",3,"others"
"1606","Livio_Sicily",3,"others"
"1607","lo_osservatore",3,"others"
"1608","Lovato_Dunn",3,"others"
"1609","lubuwetter",3,"others"
"1610","luca_pisti",3,"others"
"1611","luca08743903",3,"others"
"1612","lucadagnino83",3,"others"
"1613","Luigi_XIV",3,"others"
"1614","LuigiPiccarozzi",3,"others"
"1615","lupenzo63",3,"others"
"1616","macgallon",3,"others"
"1617","MadeInItaly2014",3,"others"
"1618","MaderoLuciana",3,"others"
"1619","magister_ed",3,"others"
"1620","mammaimma",3,"others"
"1621","MannyMaryTeca87",3,"others"
"1622","manolo_loop",3,"others"
"1623","Manuel_Ghezzi",3,"others"
"1624","marangelo2005",3,"others"
"1625","maraproia",3,"others"
"1626","marco_boggero",3,"others"
"1627","marco_moggio",3,"others"
"1628","Marco_Rove",3,"others"
"1629","marcomele12",3,"others"
"1630","marielSiviglia",3,"others"
"1631","mariobosso1964",3,"others"
"1632","MaryGiacomarra",3,"others"
"1633","MarynaDeIpanema",3,"others"
"1634","massi19771",3,"others"
"1635","Massimilian2611",3,"others"
"1636","massimo_san",3,"others"
"1637","massimopiazza3",3,"others"
"1638","MassimoRusso",3,"others"
"1639","MatizFabio",3,"others"
"1640","matt_fede",3,"others"
"1641","matteoromagnoli",3,"others"
"1642","MattiaCasani",3,"others"
"1643","MaurizioCresce3",3,"others"
"1644","MaurizioDonelli",3,"others"
"1645","MaurizioPinto1",3,"others"
"1646","maurotomasina",3,"others"
"1647","MauryNidielli",3,"others"
"1648","maxmelpy",3,"others"
"1649","Maxxie_",3,"others"
"1650","mazzocchitti",3,"others"
"1651","meteoonlineit",3,"Weather"
"1652","MgsGiovanni",3,"others"
"1653","MICHAELBUSCHINI",3,"others"
"1654","MichaelForni",3,"others"
"1655","MichaelTabbita",3,"others"
"1656","MichelaBozzano",3,"others"
"1657","MicheleSolari70",3,"others"
"1658","michellesar1",3,"others"
"1659","Midez_",3,"others"
"1660","Mikiceyes",3,"others"
"1661","MIKISCO",3,"others"
"1662","milaangi",3,"others"
"1663","MimiDiTommaso",3,"others"
"1664","Miriam8112",3,"others"
"1665","missfracci77",3,"others"
"1666","MiyakeEau",3,"others"
"1667","MOccello",3,"others"
"1668","molotov00",3,"others"
"1669","MRosariaMazzari",3,"others"
"1670","mtassi69",3,"others"
"1671","MtBertazzo",3,"others"
"1672","Mucast_Masso",3,"others"
"1673","MuseoBergallo",3,"Institution"
"1674","n_agoglio",3,"others"
"1675","nannaenik",3,"others"
"1676","ne_sp",3,"others"
"1677","nefelef",3,"others"
"1678","netlifesrl",3,"others"
"1679","nichizzz",3,"others"
"1680","NicolettaOmezzo",3,"others"
"1681","NientediP",3,"others"
"1682","NKiuky",3,"others"
"1683","no_uber",3,"others"
"1684","NoleRulez7",3,"others"
"1685","nonperbenista",3,"others"
"1686","nunziapenelope",3,"others"
"1687","nuvolinchiostro",3,"others"
"1688","nzgattila",3,"others"
"1689","nzo1255",3,"others"
"1690","obelaspeza",3,"others"
"1691","OBonomi",3,"others"
"1692","oinophilos71",3,"others"
"1693","oliveri_giacomo",3,"others"
"1694","orchidea191",3,"others"
"1695","orsomik",3,"others"
"1696","p_khristian",3,"others"
"1697","pacianarosina",3,"others"
"1698","PacyBlack",3,"others"
"1699","pani_uk",3,"others"
"1700","paola_saluzzi",3,"others"
"1701","paolamodenaa",3,"others"
"1702","paolo_cogorno",3,"others"
"1703","PaoloFiorelli1",3,"others"
"1704","PaoloRieux",3,"others"
"1705","ParodiLuca",3,"others"
"1706","Patrizia1965Di",3,"others"
"1707","PatriziaErre",3,"others"
"1708","paulolden1",3,"others"
"1709","pdvoltri",3,"others"
"1710","PeriniCarlo",3,"others"
"1711","pier_mar",3,"others"
"1712","pierarobasto",3,"others"
"1713","PierfrancoMonni",3,"others"
"1714","PiescoTonino",3,"others"
"1715","presidealfieri",3,"others"
"1716","ProtCivGORIZIA",3,"Institution"
"1717","ptrapani",3,"others"
"1718","qiov4nni",3,"others"
"1719","QueenieAle",3,"others"
"1720","racca_angelo",3,"others"
"1721","racchetta1904",3,"others"
"1722","raffamuffin",3,"others"
"1723","Rainbow_Uapa",3,"others"
"1724","randum32",3,"others"
"1725","rdellabianca",3,"others"
"1726","Re_Pagliacci",3,"others"
"1727","realNEILASPINAL",3,"others"
"1728","rebeccaabdu",3,"others"
"1729","remypat27",3,"others"
"1730","ricdil1",3,"others"
"1731","RikyMagherini",3,"others"
"1732","ritabianchi56",3,"others"
"1733","RobbieGalante",3,"others"
"1734","Roberto24170",3,"others"
"1735","robertositzia",3,"others"
"1736","RobertoTatankaa",3,"others"
"1737","robirobot74",3,"others"
"1738","ROCKPOETA",3,"others"
"1739","ropatemari",3,"others"
"1740","rosagiuffre",3,"others"
"1741","Rosyfree74",3,"others"
"1742","roxlabriciola",3,"others"
"1743","SalvatoFederico",3,"others"
"1744","Salvatorecinco2",3,"others"
"1745","saretta8900",3,"others"
"1746","SBCgenova",3,"others"
"1747","SecondaStellaOn",3,"others"
"1748","sedmagis",3,"others"
"1749","SeeLallero",3,"others"
"1750","serena_drey",3,"others"
"1751","sesquipedaless",3,"others"
"1752","silvia__cafagna",3,"others"
"1753","silviamere",3,"others"
"1754","silvietta_italy",3,"others"
"1755","simomarvaldi",3,"others"
"1756","simoneferiti",3,"others"
"1757","Simoz_1946",3,"others"
"1758","smart_passion",3,"others"
"1759","soleterramare",3,"others"
"1760","sologiuly1",3,"others"
"1761","sorreman",3,"others"
"1762","SorryNs",3,"others"
"1763","Sscellon",3,"others"
"1764","stecelso",3,"others"
"1765","Stefano_Corda",3,"others"
"1766","stefano_parisi_",3,"others"
"1767","stefanocaldana",3,"others"
"1768","studioserio",3,"others"
"1769","svmerhxlder",3,"others"
"1770","TAL77SVAD",3,"others"
"1771","Tamatwitta",3,"others"
"1772","TaniaSimonini",3,"others"
"1773","Tavor",3,"others"
"1774","teobocconi",3,"others"
"1775","TheAlloZenzero",3,"others"
"1776","tizianantonella",3,"others"
"1777","Tomas1374",3,"others"
"1778","tommy74_maruca",3,"others"
"1779","tonellilisa",3,"others"
"1780","trappolatwo",3,"others"
"1781","trotta_patrizia",3,"others"
"1782","tzn_lalla",3,"others"
"1783","UgoOlivo",3,"others"
"1784","Uleprr",3,"others"
"1785","unimeteo",3,"Weather"
"1786","UnoNemoNessuno",3,"others"
"1787","ur_a_el",3,"others"
"1788","Urban68Genova",3,"others"
"1789","ValentinaPetrin",3,"others"
"1790","valepreia",3,"others"
"1791","ValeSantaSubito",3,"others"
"1792","VanessaCorini",3,"others"
"1793","vezio",3,"others"
"1794","Virgola1973",3,"others"
"1795","voidstar04",3,"others"
"1796","widerob",3,"others"
"1797","Xabaras89",3,"others"
"1798","xposeidone",3,"others"
"1799","YasminElSayed98",3,"others"
"1800","zener76",3,"others"
"1801","_Imtryingtobeok",2,"others"
"1802","_kuball_",2,"others"
"1803","_Lyddy_",2,"others"
"1804","_scardina",2,"others"
"1805","_SDeJong_",2,"others"
"1806","_Simedi",2,"others"
"1807","_Sindaco_",2,"others"
"1808","0Alby",2,"others"
"1809","12qbert",2,"others"
"1810","12tmimi",2,"others"
"1811","152Elena",2,"others"
"1812","23Acu",2,"others"
"1813","3puntidivista",2,"others"
"1814","4ever500",2,"others"
"1815","6_luca",2,"others"
"1816","62rosse",2,"others"
"1817","68kikka",2,"others"
"1818","69projectP",2,"others"
"1819","8_5RANGER8_5",2,"others"
"1820","8cugiSimo",2,"others"
"1821","999nuvola",2,"others"
"1822","aacsecnarF",2,"others"
"1823","AbateValeria",2,"others"
"1824","abienti",2,"others"
"1825","abunabuana",2,"others"
"1826","actarus1070",2,"others"
"1827","AdrianoOrsetto",2,"others"
"1828","AdriMCMLXI",2,"others"
"1829","AgenziaAlfa",2,"others"
"1830","Agerusalemme",2,"others"
"1831","agneseami",2,"others"
"1832","Airone_Azzurro",2,"others"
"1833","Albe_1964",2,"others"
"1834","albertomarti",2,"others"
"1835","albi_baiardo13",2,"others"
"1836","AlboVitto",2,"others"
"1837","AlCampodiSotto",2,"others"
"1838","AlChiari",2,"others"
"1839","Aldebauro",2,"others"
"1840","aleandreotti",2,"others"
"1841","alefederferrari",2,"others"
"1842","Alefoto",2,"others"
"1843","alelanter",2,"others"
"1844","AlessandraCicc6",2,"others"
"1845","alessperr",2,"others"
"1846","alethebody",2,"others"
"1847","alevr67",2,"others"
"1848","AlexNeedle_",2,"others"
"1849","algamarina1",2,"others"
"1850","alinende71",2,"others"
"1851","Alpenweerman",2,"others"
"1852","anbona",2,"others"
"1853","andareverso",2,"others"
"1854","andrea_viliotti",2,"others"
"1855","andrea070767",2,"others"
"1856","andrea1893",2,"others"
"1857","andrea2007nanni",2,"others"
"1858","Andreacocco87",2,"others"
"1859","andreaspinopico",2,"others"
"1860","ANGELACONGIU",2,"others"
"1861","angsem79",2,"others"
"1862","anna_annalu",2,"others"
"1863","AnneMarieFanell",2,"others"
"1864","AnonymousTibet",2,"others"
"1865","antigua1982",2,"others"
"1866","antimo23574",2,"others"
"1867","Antonella_S61",2,"others"
"1868","antonellada63",2,"others"
"1869","antonellavagli3",2,"others"
"1870","antonellazacca4",2,"others"
"1871","AntoniaCicogn",2,"others"
"1872","antonio_gemelli",2,"others"
"1873","antoniodini",2,"others"
"1874","aPrieri",2,"others"
"1875","ArabaFeni",2,"others"
"1876","arcanodavvero",2,"others"
"1877","ArchCalzelunghe",2,"others"
"1878","ArcigayApprodo",2,"others"
"1879","ArciValdiMagra",2,"others"
"1880","arcocielo",2,"others"
"1881","arditi1970",2,"others"
"1882","aremaro",2,"others"
"1883","arevati777",2,"others"
"1884","arghail1",2,"others"
"1885","arianhalili",2,"others"
"1886","Arianna_Codato",2,"others"
"1887","arielmilly",2,"others"
"1888","aries13474",2,"others"
"1889","ary_h725",2,"others"
"1890","asakicuti",2,"others"
"1891","ascom_genova",2,"others"
"1892","asolepascual",2,"others"
"1893","ASR1927_francy",2,"others"
"1894","asterB612",2,"others"
"1895","avadesordre",2,"others"
"1896","AVitiello75",2,"others"
"1897","avv_solinas",2,"others"
"1898","axax136",2,"others"
"1899","AziendaLucia",2,"others"
"1900","B_Chelli",2,"others"
"1901","babyspettri",2,"others"
"1902","BaccinoLara",2,"others"
"1903","bagolotta",2,"others"
"1904","Barbie572",2,"others"
"1905","Bedo_103",2,"others"
"1906","benedettademori",2,"others"
"1907","bergherk",2,"others"
"1908","bertosk21",2,"others"
"1909","betty_castelli",2,"others"
"1910","billa_silvia",2,"others"
"1911","binarioloco",2,"others"
"1912","BiondiBJ",2,"others"
"1913","blucobalto33",2,"others"
"1914","blue_jilt",2,"others"
"1915","Bluelake76",2,"others"
"1916","bmilena",2,"others"
"1917","bodyzen52",2,"others"
"1918","bompresso01",2,"others"
"1919","book_morning",2,"others"
"1920","borinmorris",2,"others"
"1921","braveheartmmt",2,"others"
"1922","breviofosco",2,"others"
"1923","Brigante_Paolo",2,"others"
"1924","Brunamnbvcxz",2,"others"
"1925","brunevarela",2,"others"
"1926","brunop56",2,"others"
"1927","CABuscate",2,"Volunteer_NGO"
"1928","calgior",2,"others"
"1929","capoccione2",2,"others"
"1930","carlacasu",2,"others"
"1931","CarloCochetti",2,"others"
"1932","Carola_MarsNavy",2,"others"
"1933","carolina8ma",2,"others"
"1934","caterinad",2,"others"
"1935","caterinadelpero",2,"others"
"1936","CccpNikita",2,"others"
"1937","Cerby95",2,"others"
"1938","cesipcrosignano",2,"Institution"
"1939","cespyspanish",2,"others"
"1940","cetelina",2,"others"
"1941","chiara_deffe",2,"others"
"1942","chiara_meazza",2,"others"
"1943","chiarabarbieri",2,"others"
"1944","chiaramghio",2,"others"
"1945","chiarasty",2,"others"
"1946","Chilian1978",2,"others"
"1947","Chris_0365",2,"others"
"1948","Chris260175",2,"others"
"1949","cibe73",2,"others"
"1950","CimorelliGius",2,"others"
"1951","CinicoCronico",2,"others"
"1952","Cinziamas",2,"others"
"1953","cipolla65",2,"others"
"1954","CittadiCamogli",2,"Institution"
"1955","cla_iris",2,"others"
"1956","Clacot65C",2,"others"
"1957","Claudestar2012",2,"others"
"1958","claudiajo8",2,"others"
"1959","CMazzino",2,"others"
"1960","cny45tpa",2,"others"
"1961","Coccynella500",2,"others"
"1962","columdonnelly",2,"others"
"1963","comemusica",2,"others"
"1964","commercialista",2,"others"
"1965","comunealassio",2,"Institution"
"1966","Confagricoltura",2,"others"
"1967","consorzioOD",2,"others"
"1968","core2design",2,"others"
"1969","CorradiniLidia",2,"others"
"1970","corradobiasotti",2,"others"
"1971","CristianaQ69",2,"others"
"1972","cristinareggini",2,"others"
"1973","CroceBiancaGe",2,"Volunteer_NGO"
"1974","CyrilLAYROLLE",2,"others"
"1975","dacia_p",2,"others"
"1976","dajekevin",2,"others"
"1977","dambrosioandrea",2,"others"
"1978","DamossoTommaso",2,"others"
"1979","DanaTanne",2,"others"
"1980","danbertsamp",2,"others"
"1981","danidibiase",2,"others"
"1982","danieleangelo10",2,"others"
"1983","danielemoggia",2,"others"
"1984","danipeschiera",2,"others"
"1985","DanizaVoice",2,"others"
"1986","dansavi1",2,"others"
"1987","dany_zuzzu",2,"others"
"1988","darcocri",2,"others"
"1989","DarioVassallo",2,"others"
"1990","DaustoC",2,"others"
"1991","Davide_Valieri",2,"others"
"1992","DavideC978",2,"others"
"1993","Davideddu73",2,"others"
"1994","davidegastaldo",2,"others"
"1995","davideheinz",2,"others"
"1996","davidemontanaro",2,"others"
"1997","DavideScudo",2,"others"
"1998","davidesolinas69",2,"others"
"1999","Davidethebrain",2,"others"
"2000","ddarkk0",2,"others"
"2001","DEALBA14",2,"others"
"2002","DebaTommy",2,"others"
"2003","dema_nick",2,"others"
"2004","DematosIII",2,"others"
"2005","demienforever",2,"others"
"2006","denisheaven",2,"others"
"2007","denvergo7",2,"others"
"2008","deustronzio",2,"others"
"2009","DharmaMax",2,"others"
"2010","DiamonSisters",2,"others"
"2011","dianthags",2,"others"
"2012","Diego_Sandri",2,"others"
"2013","direiellie",2,"others"
"2014","Dirittoambiente",2,"others"
"2015","discoverydogs",2,"others"
"2016","distrutte",2,"others"
"2017","dntbrn",2,"others"
"2018","domenicoultras",2,"others"
"2019","DominoAlberto",2,"others"
"2020","donnadimezzo",2,"others"
"2021","Dria010",2,"others"
"2022","DualSeismic",2,"others"
"2023","Ducale_Genova",2,"Institution"
"2024","EBellesseDeZena",2,"others"
"2025","EdoSaccani",2,"others"
"2026","Edoteque",2,"others"
"2027","eelliot60",2,"others"
"2028","EGOconceptstore",2,"others"
"2029","Eilynel",2,"others"
"2030","eleghila",2,"others"
"2031","eleitaliana",2,"others"
"2032","elena8418",2,"others"
"2033","elenacrespi",2,"others"
"2034","ElenaInvernizzi",2,"others"
"2035","eliovittozzi",2,"others"
"2036","elisadagnino",2,"others"
"2037","elisarubino",2,"others"
"2038","elisasola_",2,"others"
"2039","Elisatravv",2,"others"
"2040","ellebik",2,"others"
"2041","elsebator",2,"others"
"2042","emacurro",2,"others"
"2043","emanuelarizzo6",2,"others"
"2044","emanueleboero15",2,"others"
"2045","emanuelecuore",2,"others"
"2046","emme_di",2,"others"
"2047","enorpeleinad",2,"others"
"2048","enricobruschi2",2,"others"
"2049","EnricoCazzolino",2,"others"
"2050","Enrige",2,"others"
"2051","EnzoA24",2,"others"
"2052","EnzoFin",2,"others"
"2053","Erb_LaSelva",2,"others"
"2054","ErbaSelvatica",2,"others"
"2055","ErcoleTuveri",2,"others"
"2056","EscanaMarty",2,"others"
"2057","eudesign",2,"others"
"2058","eugeniastefania",2,"others"
"2059","eurodisgusto",2,"others"
"2060","EvaMagliano",2,"others"
"2061","EvaSinibaldi",2,"others"
"2062","EVendramini",2,"others"
"2063","f_ronchetti",2,"others"
"2064","Fabianapecoraro",2,"others"
"2065","fabio70AR",2,"others"
"2066","fabio93lorusso",2,"others"
"2067","FabioFa69",2,"others"
"2068","fabiogrosso_sv",2,"others"
"2069","FabioMarelli",2,"others"
"2070","fabiopi1000",2,"others"
"2071","fabiorimassa",2,"others"
"2072","FabryC9",2,"others"
"2073","faisalalih7",2,"others"
"2074","falsus63",2,"others"
"2075","FanoGaga62",2,"others"
"2076","FanyBonsignore",2,"others"
"2077","FatimaBo",2,"others"
"2078","fattivostri",2,"others"
"2079","fattoquotidiano",2,"Media"
"2080","FBerneri",2,"others"
"2081","FBrichetto",2,"others"
"2082","fedemasin",2,"others"
"2083","FedericaCillara",2,"others"
"2084","FedericiMassimo",2,"others"
"2085","FedericoRiscaio",2,"others"
"2086","FeniceArabo",2,"others"
"2087","Fescy",2,"others"
"2088","filipporonco",2,"others"
"2089","filleacgil",2,"others"
"2090","Finiguerra",2,"others"
"2091","Fioredicollina",2,"others"
"2092","Fioskyna",2,"others"
"2093","FonderiaMercury",2,"others"
"2094","fortyca",2,"others"
"2095","ForzaSilvioTW",2,"others"
"2096","Fottesega",2,"others"
"2097","Fra___C",2,"others"
"2098","FramatMattioni",2,"others"
"2099","francescaacqua1",2,"others"
"2100","FrancescoAbba11",2,"others"
"2101","FRANCESCOCARDE3",2,"others"
"2102","francim76",2,"others"
"2103","FranciNiccheri",2,"others"
"2104","francispaul_87",2,"others"
"2105","francocolombo9",2,"others"
"2106","FrancoMusiani",2,"others"
"2107","franconov",2,"others"
"2108","francsette",2,"others"
"2109","FranzGardella",2,"others"
"2110","frapple_96",2,"others"
"2111","Fratibres",2,"others"
"2112","FreMorgana",2,"others"
"2113","fstellini",2,"others"
"2114","fuli72",2,"others"
"2115","fulvia58",2,"others"
"2116","FulvioIchestre",2,"others"
"2117","furiotruzzi",2,"others"
"2118","gabrimiao",2,"others"
"2119","GaraventaFed",2,"others"
"2120","gardenlevanto",2,"others"
"2121","gav_gavi",2,"others"
"2122","GBaixa",2,"others"
"2123","GDeccia",2,"others"
"2124","geascanca",2,"others"
"2125","gennyperron",2,"others"
"2126","GenoaCFC",2,"others"
"2127","genovanever",2,"others"
"2128","genovarugby",2,"others"
"2129","geometrafasani",2,"others"
"2130","germorlino",2,"others"
"2131","ggiacomo2012",2,"others"
"2132","giacasta85",2,"others"
"2133","giammariarubino",2,"others"
"2134","GianlucaIT",2,"others"
"2135","GIANLUCARUBEO",2,"others"
"2136","gianluigibellet",2,"others"
"2137","gianmili",2,"others"
"2138","GianniniRoberto",2,"others"
"2139","GianpyMigheli",2,"others"
"2140","Gigi8010",2,"others"
"2141","ginkoramingo",2,"others"
"2142","gioachinoasti",2,"others"
"2143","GioMeloves1D",2,"others"
"2144","GiorgiaPicc1",2,"others"
"2145","giorgioachille1",2,"others"
"2146","GiorgioStadera",2,"others"
"2147","giova210",2,"others"
"2148","girodellabratta",2,"others"
"2149","gisellaruccia",2,"others"
"2150","gitesta",2,"others"
"2151","giudi2004",2,"others"
"2152","giuliocampese",2,"others"
"2153","giulyp81",2,"others"
"2154","GiuseppeACM81",2,"others"
"2155","giusev76",2,"others"
"2156","glminotti",2,"others"
"2157","gloriakoan",2,"others"
"2158","GMIGreen",2,"others"
"2159","golfo_paradiso",2,"others"
"2160","gra_n",2,"others"
"2161","grazia_natola",2,"others"
"2162","graziaguido74",2,"others"
"2163","GrazianoP81",2,"others"
"2164","Grazp77",2,"others"
"2165","GrcAlessandro",2,"others"
"2166","GreenTene",2,"others"
"2167","GrilloLi",2,"others"
"2168","gufolibero",2,"others"
"2169","GuidadeiMondial",2,"others"
"2170","GuidiMarchand",2,"others"
"2171","Gweeeeeeeeeeeen",2,"others"
"2172","harp64",2,"others"
"2173","Haukr",2,"others"
"2174","heather_mferit",2,"others"
"2175","heythereluaodln",2,"others"
"2176","i_beoni",2,"others"
"2177","i1ygq",2,"others"
"2178","iceeke65",2,"others"
"2179","IenAle",2,"others"
"2180","iggyHT",2,"others"
"2181","il_baga_83",2,"others"
"2182","IlariaNatoli",2,"others"
"2183","ilconteamar",2,"others"
"2184","ilcontemax7",2,"others"
"2185","ilovedoom",2,"others"
"2186","ilReTweetto",2,"others"
"2187","ilroby27",2,"others"
"2188","ilsegnonews",2,"Media"
"2189","ILSOB1LL4",2,"others"
"2190","ines_morra",2,"others"
"2191","Infoblu_Milano",2,"others"
"2192","Infoblu_Torino",2,"others"
"2193","InfogioGe",2,"Institution"
"2194","invacanzadaunav",2,"others"
"2195","inzainapaolo",2,"others"
"2196","ioAgatha",2,"others"
"2197","Isa99Sara",2,"others"
"2198","IsabellaLell",2,"others"
"2199","isabyt",2,"others"
"2200","Isashunt",2,"others"
"2201","Isyrider",2,"others"
"2202","italico8",2,"others"
"2203","IVANCONF",2,"others"
"2204","IvaniLaura",2,"others"
"2205","iz5dkn",2,"others"
"2206","Jacop83",2,"others"
"2207","jAIDDog",2,"others"
"2208","jangoed",2,"others"
"2209","jechil",2,"others"
"2210","jeperego",2,"others"
"2211","jlk4naples",2,"others"
"2212","JohnHard3",2,"others"
"2213","JoseML6",2,"others"
"2214","juaniyarbet",2,"others"
"2215","juanmjm",2,"others"
"2216","KarmenMorra",2,"others"
"2217","KatiaMondin",2,"others"
"2218","KatiaSignorini",2,"others"
"2219","keiko_freewilly",2,"others"
"2220","kero____",2,"others"
"2221","KikiCamui",2,"others"
"2222","Kikkablues01",2,"others"
"2223","KlodetaGjini",2,"others"
"2224","KousNet",2,"others"
"2225","L_Antifascista",2,"others"
"2226","L_Marsano",2,"others"
"2227","La_Cri1977",2,"others"
"2228","labossina",2,"others"
"2229","lacontafiabe",2,"others"
"2230","lacribruzzone",2,"others"
"2231","LaDamaRosa",2,"others"
"2232","ladyfata",2,"others"
"2233","LadyLindy_",2,"others"
"2234","LadyOscar61",2,"others"
"2235","LadyShaker84",2,"others"
"2236","laltraguanciama",2,"others"
"2237","laMuntagnola86",2,"others"
"2238","lamusasacra",2,"others"
"2239","lanicoseio",2,"others"
"2240","LaPozione",2,"others"
"2241","LaraCalcagno",2,"others"
"2242","LariFrancesca",2,"others"
"2243","latraviante",2,"others"
